,club_name,player_name,age,position,club_involved_name,fee,fee_converted,transfer_movement,transfer_period,league_name,year,season
4465,AS Monaco,Alejandro Alonso,26.0,Right Winger,G. Bordeaux,£2.25m,3.3203643387750006,in,Summer,Ligue 1,2008,2008/2009
4466,AS Monaco,Chu-young Park,23.0,Striker,FC Seoul,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4467,AS Monaco,Jean-Jacques Gosso,25.0,Defensive Midfield,FC Ashdod,£630Th.,0.9297020148570001,in,Summer,Ligue 1,2008,2008/2009
4468,LOSC Lille,Rio Mavuba,24.0,Defensive Midfield,Villarreal,£6.30m,9.29702014857,in,Summer,Ligue 1,2008,2008/2009
4469,LOSC Lille,Túlio de Melo,23.0,Striker,US Palermo,£3.60m,5.31258294204,in,Summer,Ligue 1,2008,2008/2009
4470,LOSC Lille,Róbert Vittek,26.0,Striker,1.FC Nuremberg,£3.60m,5.31258294204,in,Summer,Ligue 1,2008,2008/2009
4471,LOSC Lille,Florent Balmont,28.0,Central Midfield,OGC Nice,£2.70m,3.9844372065300004,in,Summer,Ligue 1,2008,2008/2009
4472,LOSC Lille,Emil Lyng,18.0,Second Striker,Aarhus GF,£450Th.,0.664072867755,in,Summer,Ligue 1,2008,2008/2009
4473,AS Saint-Étienne,Sylvain Monsoreau,27.0,Centre-Back,Monaco,£3.60m,5.31258294204,in,Summer,Ligue 1,2008,2008/2009
4474,AS Saint-Étienne,Kevin Mirallas,20.0,Right Winger,LOSC Lille,£3.15m,4.648510074285,in,Summer,Ligue 1,2008,2008/2009
4475,AS Saint-Étienne,Sébastien Grax,24.0,Striker,FC Sochaux,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4476,Le Mans Union Club 72,Roland Lamah,20.0,Left Winger,RSC Anderlecht,£3.15m,4.648510074285,in,Summer,Ligue 1,2008,2008/2009
4477,Le Mans Union Club 72,Frédéric Thomas,27.0,Central Midfield,AJ Auxerre,£2.70m,3.9844372065300004,in,Summer,Ligue 1,2008,2008/2009
4478,Le Mans Union Club 72,Marcelo Estigarribia,20.0,Left Winger,Cerro Porteño,£2.70m,3.9844372065300004,in,Summer,Ligue 1,2008,2008/2009
4479,Le Mans Union Club 72,Thorstein Helstad,31.0,Striker,SK Brann,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4480,Le Mans Union Club 72,Anthony Le Tallec,23.0,Striker,Liverpool,£1.35m,1.9922186032650002,in,Summer,Ligue 1,2008,2008/2009
4481,Le Mans Union Club 72,Zito,22.0,Central Midfield,KSK Beveren,£630Th.,0.9297020148570001,in,Summer,Ligue 1,2008,2008/2009
4482,Le Mans Union Club 72,Fredrik Strömstad,26.0,Attacking Midfield,Start,£540Th.,0.7968874413060001,in,Summer,Ligue 1,2008,2008/2009
4483,AS Nancy-Lorraine,Abdeslam Ouaddou,29.0,Centre-Back,Valenciennes FC,£2.88m,4.2500663536320005,in,Summer,Ligue 1,2008,2008/2009
4484,AS Nancy-Lorraine,Paul Alo'o Efoulou,24.0,Striker,SCO Angers,£2.25m,3.3203643387750006,in,Summer,Ligue 1,2008,2008/2009
4485,AS Nancy-Lorraine,Julien Féret,25.0,Attacking Midfield,Stade Reims,£1.44m,2.1250331768160002,in,Summer,Ligue 1,2008,2008/2009
4486,AS Nancy-Lorraine,Helder,20.0,Right-Back,Juventude,£1.35m,1.9922186032650002,in,Summer,Ligue 1,2008,2008/2009
4487,FC Lorient,Kévin Gameiro,21.0,Striker,R. Strasbourg,£2.70m,3.9844372065300004,in,Summer,Ligue 1,2008,2008/2009
4488,Paris Saint-Germain,Stéphane Sessègnon,24.0,Attacking Midfield,Le Mans UC 72,£7.20m,10.62516588408,in,Summer,Ligue 1,2008,2008/2009
4489,Paris Saint-Germain,Ludovic Giuly,32.0,Right Winger,AS Roma,£2.25m,3.3203643387750006,in,Summer,Ligue 1,2008,2008/2009
4490,OGC Nice,Loïc Rémy,21.0,Striker,Olympique Lyon,£7.20m,10.62516588408,in,Summer,Ligue 1,2008,2008/2009
4491,OGC Nice,David Ospina,19.0,Goalkeeper,Atl. Nacional,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4492,OGC Nice,Éric Mouloungui,24.0,Striker,R. Strasbourg,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4493,OGC Nice,Habib Bamogo,26.0,Second Striker,Marseille,£1.35m,1.9922186032650002,in,Summer,Ligue 1,2008,2008/2009
4494,OGC Nice,Chaouki Ben Saada,24.0,Attacking Midfield,SC Bastia,£1.35m,1.9922186032650002,in,Summer,Ligue 1,2008,2008/2009
4495,OGC Nice,Kafoumba Coulibaly,22.0,Defensive Midfield,SC Bastia,£675Th.,0.9961093016325001,in,Summer,Ligue 1,2008,2008/2009
4496,Valenciennes FC,Milan Bisevac,24.0,Centre-Back,Lens,£2.70m,3.9844372065300004,in,Summer,Ligue 1,2008,2008/2009
4497,Valenciennes FC,Filip Sebo,24.0,Striker,Rangers,£1.08m,1.5937748826120002,in,Summer,Ligue 1,2008,2008/2009
4498,Valenciennes FC,Rafael,27.0,Centre-Back,LOSC Lille,£900Th.,1.32814573551,in,Summer,Ligue 1,2008,2008/2009
4499,Valenciennes FC,Siaka Tiéné,26.0,Left-Back,Saint-Étienne,£900Th.,1.32814573551,in,Summer,Ligue 1,2008,2008/2009
4500,Valenciennes FC,Jonathan Lacourt,21.0,Central Midfield,Lens,£540Th.,0.7968874413060001,in,Summer,Ligue 1,2008,2008/2009
4501,Valenciennes FC,Luigi Pieroni,27.0,Striker,FC Nantes,£450Th.,0.664072867755,in,Summer,Ligue 1,2008,2008/2009
4502,Valenciennes FC,Seïd Khiter,23.0,Right Winger,Lens,£450Th.,0.664072867755,in,Summer,Ligue 1,2008,2008/2009
4503,SM Caen,Steve Savidan,30.0,Striker,Valenciennes FC,£4.50m,6.640728677550001,in,Summer,Ligue 1,2008,2008/2009
4504,SM Caen,Fahid Ben Khalfallah,25.0,Right Winger,SCO Angers,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4505,SM Caen,Pablo Barzola,24.0,Right-Back,Argentinos Jrs.,£576Th.,0.8500132707264001,in,Summer,Ligue 1,2008,2008/2009
4506,AC Le Havre,Nicolas Dieuze,29.0,Central Midfield,Toulouse,£360Th.,0.5312582942040001,in,Summer,Ligue 1,2008,2008/2009
4507,FC Nantes,Michael Gravgaard,30.0,Centre-Back,FC Copenhagen,£3.51m,5.179768368489,in,Summer,Ligue 1,2008,2008/2009
4508,FC Nantes,Guirane N'Daw,24.0,Defensive Midfield,FC Sochaux,£2.43m,3.585993485877,in,Summer,Ligue 1,2008,2008/2009
4509,FC Nantes,Filip Djordjevic,20.0,Striker,Red Star,£1.80m,2.65629147102,in,Summer,Ligue 1,2008,2008/2009
4510,Olympique Marseille,Brandão,28.0,Striker,Shakhtar D.,£5.40m,7.968874413060001,in,Winter,Ligue 1,2008,2008/2009
4511,FC Sochaux-Montbéliard,Vaclav Sverkos,25.0,Striker,Banik Ostrava,£2.25m,3.3203643387750006,in,Winter,Ligue 1,2008,2008/2009
4512,FC Sochaux-Montbéliard,Yassin Mikari,25.0,Left-Back,Grasshoppers,£1.35m,1.9922186032650002,in,Winter,Ligue 1,2008,2008/2009
4513,AJ Auxerre,Valter Birsa,22.0,Attacking Midfield,FC Sochaux,Loan fee:£225Th.,0.3320364338775,in,Winter,Ligue 1,2008,2008/2009
4514,AS Nancy-Lorraine,Veigar Páll Gunnarsson,28.0,Second Striker,Stabæk Fotball,£1.53m,2.257847750367,in,Winter,Ligue 1,2008,2008/2009
4515,OGC Nice,Emerse Faé,24.0,Central Midfield,Reading,£2.25m,3.3203643387750006,in,Winter,Ligue 1,2008,2008/2009
4516,OGC Nice,Adeílson,23.0,Striker,Tombense,£900Th.,1.32814573551,in,Winter,Ligue 1,2008,2008/2009
4517,OGC Nice,Julien Sablé,28.0,Defensive Midfield,Lens,£900Th.,1.32814573551,in,Winter,Ligue 1,2008,2008/2009
4518,Grenoble Foot 38,Pierre Boya,24.0,Striker,Rapid Bucharest,£900Th.,1.32814573551,in,Winter,Ligue 1,2008,2008/2009
4519,Grenoble Foot 38,Bostjan Cesar,26.0,Centre-Back,Marseille,£360Th.,0.5312582942040001,in,Winter,Ligue 1,2008,2008/2009
4520,Grenoble Foot 38,Mustafa Kucukovic,22.0,Striker,1860 Munich,£68Th.,0.10034878890520002,in,Winter,Ligue 1,2008,2008/2009
4521,Borussia Dortmund,Neven Subotic,19.0,Centre-Back,1.FSV Mainz 05,£4.05m,5.976655809795,in,Summer,Bundesliga,2008,2008/2009
4522,Borussia Dortmund,Mohamed Zidan,26.0,Second Striker,Hamburger SV,£2.52m,3.7188080594280004,in,Summer,Bundesliga,2008,2008/2009
4523,Borussia Dortmund,Patrick Owomoyela,28.0,Right-Back,Werder Bremen,£2.25m,3.3203643387750006,in,Summer,Bundesliga,2008,2008/2009
4524,Borussia Dortmund,Felipe Santana,22.0,Centre-Back,Figueirense FC,£1.89m,2.789106044571,in,Summer,Bundesliga,2008,2008/2009
4525,Borussia Dortmund,Tamás Hajnal,27.0,Attacking Midfield,Karlsruher SC,£1.13m,1.6675607568069999,in,Summer,Bundesliga,2008,2008/2009
4526,Borussia Dortmund,Young-pyo Lee,31.0,Left-Back,Spurs,£450Th.,0.664072867755,in,Summer,Bundesliga,2008,2008/2009
4527,FC Schalke 04,Jefferson Farfán,23.0,Right Winger,PSV Eindhoven,£9.00m,13.281457355100002,in,Summer,Bundesliga,2008,2008/2009
4528,FC Schalke 04,Orlando Engelaar,28.0,Defensive Midfield,Twente FC,£4.95m,7.3048015453050015,in,Summer,Bundesliga,2008,2008/2009
4529,Borussia Mönchengladbach,Karim Matmour,23.0,Right Winger,SC Freiburg,£2.34m,3.453178912326,in,Summer,Bundesliga,2008,2008/2009
4530,Borussia Mönchengladbach,Michael Bradley,21.0,Central Midfield,Heerenveen,£2.25m,3.3203643387750006,in,Summer,Bundesliga,2008,2008/2009
4531,Borussia Mönchengladbach,Jan-Ingwer Callsen-Bracker,23.0,Centre-Back,Bay. Leverkusen,£675Th.,0.9961093016325001,in,Summer,Bundesliga,2008,2008/2009
4532,Borussia Mönchengladbach,Gal Alberman,25.0,Defensive Midfield,B. Jerusalem,£585Th.,0.8632947280815,in,Summer,Bundesliga,2008,2008/2009
4533,Bayer 04 Leverkusen,Renato Augusto,20.0,Central Midfield,Flamengo,£4.68m,6.906357824652,in,Summer,Bundesliga,2008,2008/2009
4534,Bayer 04 Leverkusen,Constant Djakpa,21.0,Left-Back,Pandurii,£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4535,Bayer 04 Leverkusen,Michal Kadlec,23.0,Centre-Back,Sparta Praha,Loan fee:£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4536,Bayer 04 Leverkusen,Henrique,21.0,Centre-Back,FC Barcelona,Loan fee:£360Th.,0.5312582942040001,in,Summer,Bundesliga,2008,2008/2009
4537,VfB Stuttgart,Khalid Boulahrouz,26.0,Centre-Back,Chelsea,£4.50m,6.640728677550001,in,Summer,Bundesliga,2008,2008/2009
4538,VfB Stuttgart,Jan Simak,29.0,Attacking Midfield,Carl Zeiss Jena,£720Th.,1.0625165884080001,in,Summer,Bundesliga,2008,2008/2009
4539,VfB Stuttgart,Martin Lanig,23.0,Defensive Midfield,Greuther Fürth,£450Th.,0.664072867755,in,Summer,Bundesliga,2008,2008/2009
4540,Hannover 96,Jan Schlaudraff,24.0,Second Striker,Bayern Munich,£1.80m,2.65629147102,in,Summer,Bundesliga,2008,2008/2009
4541,Hannover 96,Mario Eggimann,27.0,Centre-Back,Karlsruher SC,£1.26m,1.8594040297140002,in,Summer,Bundesliga,2008,2008/2009
4542,VfL Wolfsburg,Andrea Barzagli,27.0,Centre-Back,US Palermo,£12.60m,18.59404029714,in,Summer,Bundesliga,2008,2008/2009
4543,VfL Wolfsburg,Cristian Zaccardo,26.0,Centre-Back,US Palermo,£6.30m,9.29702014857,in,Summer,Bundesliga,2008,2008/2009
4544,VfL Wolfsburg,Zvjezdan Misimovic,26.0,Attacking Midfield,1.FC Nuremberg,£3.60m,5.31258294204,in,Summer,Bundesliga,2008,2008/2009
4545,VfL Wolfsburg,Christian Gentner,22.0,Central Midfield,VfB Stuttgart,£2.25m,3.3203643387750006,in,Summer,Bundesliga,2008,2008/2009
4546,VfL Wolfsburg,Caiuby,20.0,Striker,Guaratinguetá,£2.25m,3.3203643387750006,in,Summer,Bundesliga,2008,2008/2009
4547,VfL Wolfsburg,Mahir Saglik,25.0,Striker,Wuppertaler SV,£135Th.,0.19922186032650002,in,Summer,Bundesliga,2008,2008/2009
4548,VfL Wolfsburg,Alexander Esswein,18.0,Right Winger,K'lautern U19,£90Th.,0.13281457355100001,in,Summer,Bundesliga,2008,2008/2009
4549,SV Werder Bremen,Sebastian Prödl,21.0,Centre-Back,Sturm Graz,£2.25m,3.3203643387750006,in,Summer,Bundesliga,2008,2008/2009
4550,SV Werder Bremen,Claudio Pizarro,29.0,Striker,Chelsea,Loan fee:£1.80m,2.65629147102,in,Summer,Bundesliga,2008,2008/2009
4551,SV Werder Bremen,Said Husejinovic,20.0,Attacking Midfield,Sloboda Tuzla,£810Th.,1.1953311619590001,in,Summer,Bundesliga,2008,2008/2009
4552,Hertha BSC,Amine Chermiti,20.0,Striker,ES Sahel,£1.98m,2.9219206181220003,in,Summer,Bundesliga,2008,2008/2009
4553,Hertha BSC,Kaká,27.0,Centre-Back,Coimbra,£1.71m,2.5234768974690005,in,Summer,Bundesliga,2008,2008/2009
4554,Hertha BSC,Valeri Domovchiyski,21.0,Striker,Levski Sofia,£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4555,Hertha BSC,Cícero,23.0,Central Midfield,Tombense,Loan fee:£720Th.,1.0625165884080001,in,Summer,Bundesliga,2008,2008/2009
4556,Hertha BSC,Maximilian Nicu,25.0,Centre-Back,Wehen Wiesbaden,£270Th.,0.39844372065300004,in,Summer,Bundesliga,2008,2008/2009
4557,Hertha BSC,Rodnei,22.0,Centre-Back,GO Audax,£180Th.,0.26562914710200003,in,Summer,Bundesliga,2008,2008/2009
4558,TSG 1899 Hoffenheim,Wellington,20.0,Striker,Internacional,£4.05m,5.976655809795,in,Summer,Bundesliga,2008,2008/2009
4559,TSG 1899 Hoffenheim,Andreas Beck,21.0,Right-Back,VfB Stuttgart,£2.88m,4.2500663536320005,in,Summer,Bundesliga,2008,2008/2009
4560,TSG 1899 Hoffenheim,Isaac Vorsah,20.0,Centre-Back,Asante Kotoko,£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4561,TSG 1899 Hoffenheim,Ramazan Özcan,24.0,Goalkeeper,RB Salzburg,£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4562,TSG 1899 Hoffenheim,Luiz Gustavo,20.0,Defensive Midfield,Corinthians,£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4563,Karlsruher SC,Antônio da Silva,30.0,Attacking Midfield,VfB Stuttgart,£810Th.,1.1953311619590001,in,Summer,Bundesliga,2008,2008/2009
4564,Karlsruher SC,Stefano Celozzi,19.0,Right-Back,FC Bayern II,£180Th.,0.26562914710200003,in,Summer,Bundesliga,2008,2008/2009
4565,VfL Bochum,Christian Fuchs,22.0,Left-Back,SV Mattersburg,£1.08m,1.5937748826120002,in,Summer,Bundesliga,2008,2008/2009
4566,VfL Bochum,Paul Freier,28.0,Right Winger,Bay. Leverkusen,£990Th.,1.4609603090610002,in,Summer,Bundesliga,2008,2008/2009
4567,VfL Bochum,Daniel Fernandes,24.0,Goalkeeper,PAOK Salonika,£990Th.,1.4609603090610002,in,Summer,Bundesliga,2008,2008/2009
4568,VfL Bochum,Mimoun Azaouagh,25.0,Attacking Midfield,FC Schalke 04,£900Th.,1.32814573551,in,Summer,Bundesliga,2008,2008/2009
4569,FC Energie Cottbus,Emil Jula,28.0,Striker,Otelul Galati,£630Th.,0.9297020148570001,in,Summer,Bundesliga,2008,2008/2009
4570,FC Energie Cottbus,Dimitar Rangelov,25.0,Second Striker,R. Strasbourg,£585Th.,0.8632947280815,in,Summer,Bundesliga,2008,2008/2009
4571,FC Energie Cottbus,Savo Pavicevic,27.0,Centre-Back,Vojvodina,£270Th.,0.39844372065300004,in,Summer,Bundesliga,2008,2008/2009
4572,FC Energie Cottbus,Danny Galm,22.0,Striker,E. Frankfurt II,£45Th.,0.06640728677550001,in,Summer,Bundesliga,2008,2008/2009
4573,Hamburger SV,Thiago Neves,23.0,Attacking Midfield,Fluminense,£8.10m,11.95331161959,in,Summer,Bundesliga,2008,2008/2009
4574,Hamburger SV,Marcell Jansen,22.0,Left-Back,Bayern Munich,£7.20m,10.62516588408,in,Summer,Bundesliga,2008,2008/2009
4575,Hamburger SV,Mladen Petric,27.0,Striker,Bor. Dortmund,£6.57m,9.695463869223,in,Summer,Bundesliga,2008,2008/2009
4576,Hamburger SV,Alex Silva,23.0,Centre-Back,Iraty SC,£5.58m,8.234503560162,in,Summer,Bundesliga,2008,2008/2009
4577,Hamburger SV,Dennis Aogo,21.0,Defensive Midfield,SC Freiburg,£1.17m,1.726589456163,in,Summer,Bundesliga,2008,2008/2009
4578,Arminia Bielefeld,Christopher Katongo,25.0,Striker,Bröndby IF,£1.80m,2.65629147102,in,Summer,Bundesliga,2008,2008/2009
4579,Arminia Bielefeld,Berat Sadik,21.0,Striker,FC Lahti,£360Th.,0.5312582942040001,in,Summer,Bundesliga,2008,2008/2009
4580,Arminia Bielefeld,Michael Lamey,28.0,Right-Back,MSV Duisburg,£360Th.,0.5312582942040001,in,Summer,Bundesliga,2008,2008/2009
4581,Eintracht Frankfurt,Habib Bellaid,22.0,Centre-Back,R. Strasbourg,£2.25m,3.3203643387750006,in,Summer,Bundesliga,2008,2008/2009
4582,Eintracht Frankfurt,Ümit Korkmaz,22.0,Left Winger,Rapid Vienna,£2.07m,3.054735191673,in,Summer,Bundesliga,2008,2008/2009
4583,Eintracht Frankfurt,Markus Steinhöfer,22.0,Right-Back,Bayern Munich,£810Th.,1.1953311619590001,in,Summer,Bundesliga,2008,2008/2009
4584,1. FC Köln,Pedro Geromel,22.0,Centre-Back,Vit. Guimarães,£4.05m,5.976655809795,in,Summer,Bundesliga,2008,2008/2009
4585,1. FC Köln,Manasseh Ishiaku,25.0,Striker,MSV Duisburg,£1.80m,2.65629147102,in,Summer,Bundesliga,2008,2008/2009
4586,1. FC Köln,Sergiu Radu,30.0,Striker,VfL Wolfsburg,Loan fee:£225Th.,0.3320364338775,in,Summer,Bundesliga,2008,2008/2009
4587,Borussia Dortmund,Kevin-Prince Boateng,21.0,Attacking Midfield,Spurs,Loan fee:£90Th.,0.13281457355100001,in,Winter,Bundesliga,2008,2008/2009
4588,FC Schalke 04,Marvin Pourié,18.0,Striker,Liverpool U18,£225Th.,0.3320364338775,in,Winter,Bundesliga,2008,2008/2009
4589,Borussia Mönchengladbach,Logan Bailly,23.0,Goalkeeper,KRC Genk,£2.25m,3.3203643387750006,in,Winter,Bundesliga,2008,2008/2009
4590,Borussia Mönchengladbach,Tomás Galásek,35.0,Defensive Midfield,Banik Ostrava,£45Th.,0.06640728677550001,in,Winter,Bundesliga,2008,2008/2009
4591,Bayer 04 Leverkusen,Michal Kadlec,24.0,Centre-Back,Sparta Praha,£2.25m,3.3203643387750006,in,Winter,Bundesliga,2008,2008/2009
4592,Bayer 04 Leverkusen,Angelos Charisteas,28.0,Striker,1.FC Nuremberg,Loan fee:£135Th.,0.19922186032650002,in,Winter,Bundesliga,2008,2008/2009
4593,VfB Stuttgart,Timo Gebhart,19.0,Attacking Midfield,1860 Munich,£2.88m,4.2500663536320005,in,Winter,Bundesliga,2008,2008/2009
4594,VfB Stuttgart,Georg Niedermeier,22.0,Centre-Back,FC Bayern II,Loan fee:£90Th.,0.13281457355100001,in,Winter,Bundesliga,2008,2008/2009
4595,Hannover 96,Leon Andreasen,25.0,Central Midfield,Fulham,£2.25m,3.3203643387750006,in,Winter,Bundesliga,2008,2008/2009
4596,Hannover 96,Jacek Krzynowek,32.0,Left Winger,VfL Wolfsburg,£450Th.,0.664072867755,in,Winter,Bundesliga,2008,2008/2009
4597,VfL Wolfsburg,Yoshito Okubo,26.0,Striker,Vissel Kobe,£1.80m,2.65629147102,in,Winter,Bundesliga,2008,2008/2009
4598,VfL Wolfsburg,Peter Pekarik,22.0,Right-Back,MSK Zilina,£765Th.,1.1289238751835,in,Winter,Bundesliga,2008,2008/2009
4599,SV Werder Bremen,Alexandros Tziolis,23.0,Defensive Midfield,Panathinaikos,Loan fee:£225Th.,0.3320364338775,in,Winter,Bundesliga,2008,2008/2009
