,year,country,protesterdemand1,protesterdemand2,participants,freedom,counts
983,1998,Colombia,labor wage dispute,,1000.0,PF,1
984,1998,Colombia,"political behavior, process",labor wage dispute,600000.0,PF,1
985,1998,Colombia,"political behavior, process",labor wage dispute,800000.0,PF,1
987,1999,Colombia,"political behavior, process",,100000.0,PF,1
988,1999,Colombia,"political behavior, process",,900000.0,PF,1
991,1999,Colombia,"political behavior, process",,1000.0,PF,1
992,1999,Colombia,"political behavior, process",,700000.0,PF,1
994,2000,Colombia,"political behavior, process",,5000.0,PF,1
995,2000,Colombia,"political behavior, process",,1000000.0,PF,1
996,2000,Colombia,"political behavior, process",,1200.0,PF,1
997,2000,Colombia,"political behavior, process",,700000.0,PF,1
998,2000,Colombia,"political behavior, process",,20000.0,PF,1
999,2000,Colombia,"political behavior, process",,1000.0,PF,1
1000,2001,Colombia,"political behavior, process",,2000.0,PF,1
1001,2001,Colombia,"political behavior, process",,12000.0,PF,1
1003,2001,Colombia,"political behavior, process",,4000.0,PF,1
1004,2001,Colombia,"political behavior, process",,350000.0,PF,1
1006,2002,Colombia,"price increases, tax policy",,10000.0,PF,1
1007,2002,Colombia,"political behavior, process",,1000.0,PF,1
1008,2002,Colombia,"political behavior, process",,1000.0,PF,1
1009,2002,Colombia,labor wage dispute,,800000.0,PF,1
1010,2002,Colombia,"political behavior, process",,450000.0,PF,1
1011,2003,Colombia,"political behavior, process",,10000.0,PF,1
1012,2003,Colombia,"political behavior, process",,1000.0,PF,1
1013,2004,Colombia,"political behavior, process",,7000.0,PF,1
1014,2004,Colombia,"political behavior, process",,1000.0,PF,1
1015,2004,Colombia,"political behavior, process",,1000.0,PF,1
1016,2004,Colombia,"political behavior, process",,45000.0,PF,1
1017,2004,Colombia,"political behavior, process",,300000.0,PF,1
1019,2005,Colombia,"political behavior, process",,1000.0,PF,1
1020,2005,Colombia,"political behavior, process",,8000.0,PF,1
1021,2005,Colombia,"political behavior, process",,10000.0,PF,1
1022,2005,Colombia,"political behavior, process",,1000.0,PF,1
1025,2006,Colombia,"political behavior, process",,6000.0,PF,1
1026,2006,Colombia,"political behavior, process",,3000.0,PF,1
1027,2006,Colombia,"political behavior, process",,5000.0,PF,1
1028,2006,Colombia,"political behavior, process",,10000.0,PF,1
1031,2007,Colombia,"political behavior, process",,53000.0,PF,1
1032,2007,Colombia,"political behavior, process",,280000.0,PF,1
1033,2007,Colombia,"political behavior, process",,280000.0,PF,1
1034,2007,Colombia,"political behavior, process",,280000.0,PF,1
1038,2007,Colombia,"political behavior, process",,10000.0,PF,1
1040,2008,Colombia,"political behavior, process",,6000.0,PF,1
1043,2008,Colombia,"political behavior, process",,150000.0,PF,1
1044,2008,Colombia,labor wage dispute,,1000.0,PF,1
1046,2008,Colombia,"political behavior, process",,7000.0,PF,1
1047,2008,Colombia,"political behavior, process",,1000.0,PF,1
1048,2009,Colombia,"political behavior, process",,7000.0,PF,1
1049,2010,Colombia,"political behavior, process",,1000.0,PF,1
1050,2010,Colombia,"political behavior, process",,1000.0,PF,1
1051,2011,Colombia,"political behavior, process",,5000.0,PF,1
1052,2011,Colombia,labor wage dispute,,10000.0,PF,1
1056,2012,Colombia,"political behavior, process",,1000.0,PF,1
1059,2013,Colombia,"political behavior, process","price increases, tax policy",50000.0,PF,1
1060,2013,Colombia,"political behavior, process",,30000.0,PF,1
1061,2013,Colombia,"political behavior, process",,10000.0,PF,1
1065,2016,Colombia,"political behavior, process",,30000.0,PF,1
1067,2017,Colombia,"political behavior, process",,1000.0,PF,1
1069,2018,Colombia,social restrictions,,1000.0,PF,1
1070,2018,Colombia,"political behavior, process",,1000.0,PF,1
1071,1990,Venezuela,social restrictions,,1000.0,F,1
1072,1990,Venezuela,"political behavior, process",,1000.0,F,1
1076,1990,Venezuela,labor wage dispute,,72000.0,F,1
1081,1991,Venezuela,"price increases, tax policy",,1000000.0,F,1
1083,1991,Venezuela,"political behavior, process",,10000.0,F,1
1086,1991,Venezuela,"political behavior, process",labor wage dispute,270000.0,F,1
1087,1991,Venezuela,"political behavior, process",,6000.0,F,1
1088,1991,Venezuela,"political behavior, process",police brutality,3000.0,F,1
1091,1991,Venezuela,"political behavior, process",social restrictions,20000.0,F,1
1092,1992,Venezuela,"price increases, tax policy","political behavior, process",2000.0,PF,1
1093,1992,Venezuela,"political behavior, process",,3000.0,PF,1
1094,1992,Venezuela,labor wage dispute,,300000.0,PF,1
1100,1992,Venezuela,"political behavior, process",,1000.0,PF,1
1105,1992,Venezuela,"political behavior, process",,80000.0,PF,1
1106,1992,Venezuela,"political behavior, process",labor wage dispute,300000.0,PF,1
1113,1992,Venezuela,"political behavior, process",,2000.0,PF,1
1117,1992,Venezuela,"political behavior, process",,1000.0,PF,1
1120,1993,Venezuela,"political behavior, process",,1000.0,PF,1
1129,1994,Venezuela,"price increases, tax policy","political behavior, process",1000.0,PF,1
1131,1994,Venezuela,labor wage dispute,,1300000.0,PF,1
1138,1995,Venezuela,labor wage dispute,,22000.0,PF,1
1139,1995,Venezuela,"political behavior, process",labor wage dispute,200000.0,PF,1
1140,1995,Venezuela,"political behavior, process",labor wage dispute,20000.0,PF,1
1143,1996,Venezuela,"price increases, tax policy",,1000.0,F,1
1144,1996,Venezuela,"political behavior, process",,1000.0,F,1
1145,1996,Venezuela,"political behavior, process",labor wage dispute,700000.0,F,1
1146,1996,Venezuela,labor wage dispute,,135000.0,F,1
1148,1996,Venezuela,labor wage dispute,,200000.0,F,1
1152,1996,Venezuela,labor wage dispute,,1000000.0,F,1
1153,1996,Venezuela,"political behavior, process",,1000.0,F,1
1154,1996,Venezuela,labor wage dispute,,1000000.0,F,1
1156,1997,Venezuela,labor wage dispute,,35000.0,F,1
1157,1997,Venezuela,"political behavior, process",,1000.0,F,1
1158,1997,Venezuela,labor wage dispute,,9000.0,F,1
1159,1997,Venezuela,"political behavior, process",,10000.0,F,1
1160,1997,Venezuela,"political behavior, process",,1000.0,F,1
1164,1997,Venezuela,labor wage dispute,,1000000.0,F,1
1165,1997,Venezuela,labor wage dispute,,290000.0,F,1
1166,1998,Venezuela,labor wage dispute,,45000.0,F,1
1170,1998,Venezuela,labor wage dispute,,1100.0,F,1
1171,1998,Venezuela,labor wage dispute,,2000.0,F,1
1174,1999,Venezuela,labor wage dispute,,20000.0,PF,1
1177,1999,Venezuela,labor wage dispute,,2000.0,PF,1
1178,1999,Venezuela,labor wage dispute,,1000.0,PF,1
1180,1999,Venezuela,"political behavior, process",,3000.0,PF,1
1181,1999,Venezuela,labor wage dispute,,44000.0,PF,1
1182,2000,Venezuela,labor wage dispute,,1000.0,PF,1
1183,2000,Venezuela,labor wage dispute,,60000.0,PF,1
1185,2000,Venezuela,"political behavior, process",,5000.0,PF,1
1187,2000,Venezuela,"political behavior, process",,2000.0,PF,1
1188,2000,Venezuela,labor wage dispute,,36000.0,PF,1
1191,2001,Venezuela,"political behavior, process",,5000.0,PF,1
1192,2001,Venezuela,"political behavior, process",,1000.0,PF,1
1193,2001,Venezuela,labor wage dispute,,168000.0,PF,1
1194,2001,Venezuela,labor wage dispute,,1000000.0,PF,1
1196,2001,Venezuela,labor wage dispute,,10000.0,PF,1
1197,2001,Venezuela,"political behavior, process",,1000.0,PF,1
1198,2001,Venezuela,labor wage dispute,,1000.0,PF,1
1199,2001,Venezuela,"political behavior, process",,1000.0,PF,1
1202,2001,Venezuela,labor wage dispute,,9000.0,PF,1
1203,2001,Venezuela,"political behavior, process",,1000.0,PF,1
1204,2001,Venezuela,"political behavior, process",,1000.0,PF,1
1206,2001,Venezuela,labor wage dispute,,2000.0,PF,1
1208,2001,Venezuela,"political behavior, process",,1000000.0,PF,1
1210,2002,Venezuela,"political behavior, process",,100000.0,PF,1
1211,2002,Venezuela,"political behavior, process",,50000.0,PF,1
1212,2002,Venezuela,"political behavior, process",,200000.0,PF,1
1213,2002,Venezuela,"political behavior, process",,10000.0,PF,1
1215,2002,Venezuela,"political behavior, process",,100000.0,PF,1
1216,2002,Venezuela,"political behavior, process",,100000.0,PF,1
1217,2002,Venezuela,"political behavior, process",,10000.0,PF,1
1218,2002,Venezuela,"political behavior, process",,10000.0,PF,1
1219,2003,Venezuela,"political behavior, process",,1000.0,PF,1
1220,2003,Venezuela,"political behavior, process",,10000.0,PF,1
1221,2004,Venezuela,"political behavior, process",,1000.0,PF,1
1222,2004,Venezuela,"political behavior, process",,10000.0,PF,1
1223,2004,Venezuela,"political behavior, process",,400000.0,PF,1
1226,2004,Venezuela,"political behavior, process",police brutality,200000.0,PF,1
1227,2004,Venezuela,"political behavior, process",,10000.0,PF,1
1230,2004,Venezuela,labor wage dispute,,11000.0,PF,1
1231,2004,Venezuela,"political behavior, process",,1000.0,PF,1
1232,2004,Venezuela,"political behavior, process",,10000.0,PF,1
1236,2004,Venezuela,"political behavior, process",,2500.0,PF,1
1237,2005,Venezuela,"political behavior, process",,10000.0,PF,1
1241,2005,Venezuela,"political behavior, process",,1000.0,PF,1
1242,2005,Venezuela,"political behavior, process",,1000.0,PF,1
1246,2005,Venezuela,"political behavior, process",,2000.0,PF,1
1247,2005,Venezuela,"political behavior, process",,1000.0,PF,1
1251,2006,Venezuela,"political behavior, process",,10000.0,PF,1
1252,2006,Venezuela,"political behavior, process",land farm issue,2000.0,PF,1
1256,2006,Venezuela,"political behavior, process",,1000.0,PF,1
1257,2006,Venezuela,"political behavior, process",,1000.0,PF,1
1259,2006,Venezuela,"political behavior, process",,10000.0,PF,1
1262,2007,Venezuela,"political behavior, process",,10000.0,PF,1
1264,2007,Venezuela,"political behavior, process",,1000.0,PF,1
1265,2007,Venezuela,"political behavior, process",,1000.0,PF,1
1267,2007,Venezuela,"political behavior, process",,20000.0,PF,1
1271,2007,Venezuela,"political behavior, process",,20000.0,PF,1
1272,2007,Venezuela,"political behavior, process",,10000.0,PF,1
1274,2007,Venezuela,"political behavior, process",,80000.0,PF,1
1276,2007,Venezuela,"political behavior, process",,1000.0,PF,1
1278,2007,Venezuela,"political behavior, process",,100000.0,PF,1
1280,2008,Venezuela,"political behavior, process",,2000.0,PF,1
1281,2008,Venezuela,"political behavior, process",,1000.0,PF,1
1284,2008,Venezuela,"political behavior, process",,3000.0,PF,1
1285,2009,Venezuela,"political behavior, process",,2000.0,PF,1
1286,2009,Venezuela,"political behavior, process",,1000.0,PF,1
1287,2009,Venezuela,"political behavior, process",,600000.0,PF,1
1288,2009,Venezuela,"political behavior, process",,10000.0,PF,1
1289,2009,Venezuela,"political behavior, process",,1000.0,PF,1
1292,2009,Venezuela,"political behavior, process",,1000.0,PF,1
1297,2009,Venezuela,"political behavior, process",,1000.0,PF,1
1299,2009,Venezuela,"political behavior, process",,10000.0,PF,1
1301,2010,Venezuela,"political behavior, process",,10000.0,PF,1
1302,2010,Venezuela,"political behavior, process",,1000.0,PF,1
1303,2010,Venezuela,"political behavior, process",,1000.0,PF,1
1306,2010,Venezuela,"political behavior, process",,5000.0,PF,1
1315,2013,Venezuela,"political behavior, process",,1000.0,PF,1
1316,2013,Venezuela,labor wage dispute,,1000.0,PF,1
1318,2014,Venezuela,"political behavior, process","price increases, tax policy",10000.0,PF,1
1323,2014,Venezuela,"political behavior, process","price increases, tax policy",5000.0,PF,1
1327,2014,Venezuela,"political behavior, process",,10000.0,PF,1
1329,2014,Venezuela,"price increases, tax policy",,5000.0,PF,1
1333,2015,Venezuela,"political behavior, process",,1000.0,PF,1
1341,2016,Venezuela,removal of politician,,1000.0,NF,1
1343,2016,Venezuela,removal of politician,,1000.0,NF,1
1345,2016,Venezuela,removal of politician,,100000.0,NF,1
1348,2016,Venezuela,removal of politician,,100000.0,NF,1
1351,2017,Venezuela,removal of politician,,1000.0,NF,1
1352,2017,Venezuela,"political behavior, process",,1000.0,NF,1
1353,2017,Venezuela,"political behavior, process",,1000.0,NF,1
1356,2017,Venezuela,removal of politician,"political behavior, process",1000.0,NF,1
1357,2017,Venezuela,removal of politician,,100000.0,NF,1
1358,2017,Venezuela,"political behavior, process",,10000.0,NF,1
1360,2017,Venezuela,"political behavior, process",,1000.0,NF,1
1361,2017,Venezuela,removal of politician,"political behavior, process",1000.0,NF,1
1362,2017,Venezuela,"political behavior, process",,1000.0,NF,1
1363,2017,Venezuela,removal of politician,"political behavior, process",100000.0,NF,1
1365,2017,Venezuela,"political behavior, process",,7000000.0,NF,1
1366,2017,Venezuela,"political behavior, process",,1000000.0,NF,1
1368,2017,Venezuela,"political behavior, process",,1000.0,NF,1
1378,2019,Venezuela,removal of politician,"political behavior, process",100000.0,NF,1
1379,2019,Venezuela,removal of politician,"political behavior, process",1000.0,NF,1
1380,2019,Venezuela,removal of politician,"political behavior, process",100000.0,NF,1
1382,2019,Venezuela,removal of politician,"political behavior, process",1000.0,NF,1
1383,2019,Venezuela,removal of politician,"political behavior, process",1000.0,NF,1
1389,1997,Guyana,removal of politician,,3000.0,F,1
1391,1998,Guyana,"political behavior, process",,3000.0,F,1
1393,1998,Guyana,"political behavior, process",,1000.0,F,1
1397,1998,Guyana,"political behavior, process",,5000.0,F,1
1399,1999,Guyana,removal of politician,,10000.0,F,1
1406,2008,Guyana,police brutality,,1000.0,F,1
1408,2008,Guyana,"price increases, tax policy",,3000.0,F,1
1423,1990,Suriname,"political behavior, process",,8000.0,PF,1
1424,1993,Suriname,"political behavior, process",,5000.0,PF,1
1425,1994,Suriname,"price increases, tax policy",,4000.0,PF,1
1428,1994,Suriname,"political behavior, process",,1000.0,PF,1
1429,1995,Suriname,labor wage dispute,,1400.0,PF,1
1431,1998,Suriname,labor wage dispute,,30000.0,PF,1
1433,1998,Suriname,"political behavior, process",,25000.0,PF,1
1434,1998,Suriname,"political behavior, process",,1000.0,PF,1
1446,1999,Suriname,"political behavior, process",,20000.0,PF,1
1447,1999,Suriname,"political behavior, process",,1000.0,PF,1
1451,1999,Suriname,labor wage dispute,,4800.0,PF,1
1452,2002,Suriname,labor wage dispute,,40000.0,F,1
1453,2002,Suriname,labor wage dispute,,2450.0,F,1
1466,2009,Suriname,labor wage dispute,,1000.0,F,1
1469,2012,Suriname,"political behavior, process",,5000.0,F,1
1470,2017,Suriname,"price increases, tax policy",,1000.0,F,1
1479,1992,Ecuador,"political behavior, process",,6500.0,F,1
1480,1992,Ecuador,"political behavior, process",,1000.0,F,1
1484,1993,Ecuador,labor wage dispute,,120000.0,F,1
1486,1993,Ecuador,"political behavior, process",labor wage dispute,1000.0,F,1
1488,1994,Ecuador,"price increases, tax policy",,250000.0,F,1
1500,1996,Ecuador,labor wage dispute,,1000.0,PF,1
1504,1997,Ecuador,"political behavior, process",,1000.0,PF,1
1506,1997,Ecuador,"political behavior, process",,1000.0,PF,1
1508,1998,Ecuador,"political behavior, process",,1000.0,F,1
1514,1999,Ecuador,"political behavior, process",,1000.0,F,1
1515,1999,Ecuador,labor wage dispute,,120000.0,F,1
1517,1999,Ecuador,"political behavior, process",,100000.0,F,1
1518,1999,Ecuador,"political behavior, process",,1000.0,F,1
1519,1999,Ecuador,"price increases, tax policy",,1000.0,F,1
1521,1999,Ecuador,"price increases, tax policy",,100000.0,F,1
1523,1999,Ecuador,labor wage dispute,,6000.0,F,1
1526,2000,Ecuador,"political behavior, process",,1000.0,PF,1
1529,2000,Ecuador,"political behavior, process",,5000.0,PF,1
1530,2000,Ecuador,"political behavior, process",,8000.0,PF,1
1533,2000,Ecuador,"political behavior, process",labor wage dispute,1000.0,PF,1
1534,2000,Ecuador,labor wage dispute,,100000.0,PF,1
1535,2000,Ecuador,"political behavior, process",,1000.0,PF,1
