"SEX","GEO","TIME","CATEGORY","NACE_R2","AGE","UNIT","Value","Flag and Footnotes"
"Total","Greece","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","26.6",""
"Total","Greece","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","15.1",""
"Total","Greece","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.9",""
"Total","Greece","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","224.2",""
"Total","Greece","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","201.5",""
"Total","Greece","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","16.2",""
"Total","Greece","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","260.1",""
"Total","Greece","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","25.1",""
"Total","Greece","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","13.6",""
"Total","Greece","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","5.6",""
"Total","Greece","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","229.0",""
"Total","Greece","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","206.7",""
"Total","Greece","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","17.5",""
"Total","Spain","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,352.0",""
"Total","Spain","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","193.4",""
"Total","Spain","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","139.3",""
"Total","Spain","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","84.7",""
"Total","Spain","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,139.5",""
"Total","Spain","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,031.5",""
"Total","Spain","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","73.1",""
"Total","Spain","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,394.6",""
"Total","Spain","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","211.0",""
"Total","Spain","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","133.5",""
"Total","Spain","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","83.3",""
"Total","Spain","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,182.2",""
"Total","Spain","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,072.0",""
"Total","Spain","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","79.0",""
"Total","Spain","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,425.9",""
"Total","Spain","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","205.8",""
"Total","Spain","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","147.8",""
"Total","Spain","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","92.8",""
"Total","Spain","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,193.9",""
"Total","Spain","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,088.3",""
"Total","Spain","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","84.2",""
"Total","Spain","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,506.2",""
"Total","Spain","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","211.3",""
"Total","Spain","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","166.2",""
"Total","Spain","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","103.6",""
"Total","Spain","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,256.3",""
"Total","Spain","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,134.1",""
"Total","Spain","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","83.7",""
"Total","France","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,751.6",""
"Total","France","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","333.9",""
"Total","France","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","213.0",""
"Total","France","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","133.5",""
"Total","France","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,450.1",""
"Total","France","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,261.3",""
"Total","France","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","88.4",""
"Total","France","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,785.4",""
"Total","France","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","339.7",""
"Total","France","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","213.4",""
"Total","France","2017","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","134.2",""
"Total","France","2017","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,478.9",""
"Total","France","2017","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,271.8",""
"Total","France","2017","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","93.1",""
"Total","France","2018","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,847.0",""
"Total","France","2018","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","353.2",""
"Total","France","2018","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","210.7",""
"Total","France","2018","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","122.3",""
"Total","France","2018","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,536.5",""
"Total","France","2018","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,311.0",""
"Total","France","2018","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","99.8",""
"Total","France","2019","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","1,944.0",""
"Total","France","2019","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","395.0",""
"Total","France","2019","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","205.1",""
"Total","France","2019","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","122.1",""
"Total","France","2019","Scientists and engineers","Services","From 15 to 74 years","Thousand","1,642.2",""
"Total","France","2019","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","1,436.6",""
"Total","France","2019","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","96.6",""
"Total","Croatia","2016","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","82.7",""
"Total","Croatia","2016","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","14.4",""
"Total","Croatia","2016","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","8.9","u"
"Total","Croatia","2016","Scientists and engineers","High and medium high-technology manufacturing","From 15 to 74 years","Thousand","3.7","u"
"Total","Croatia","2016","Scientists and engineers","Services","From 15 to 74 years","Thousand","65.6",""
"Total","Croatia","2016","Scientists and engineers","Total knowledge-intensive services","From 15 to 74 years","Thousand","58.7",""
"Total","Croatia","2016","Scientists and engineers","Other NACE activities","From 15 to 74 years","Thousand","8.3","u"
"Total","Croatia","2017","Scientists and engineers","Total - all NACE activities","From 15 to 74 years","Thousand","88.9",""
"Total","Croatia","2017","Scientists and engineers","High-technology sectors (high-technology manufacturing and knowledge-intensive high-technology services)","From 15 to 74 years","Thousand","13.1",""
"Total","Croatia","2017","Scientists and engineers","Manufacturing","From 15 to 74 years","Thousand","11.5",""
